Nom de la gare;Code UIC complet;Code postal;Segmentation DRG 2018;Total Voyageurs 2018;Total Voyageurs + Non voyageurs 2018;Total Voyageurs 2017;Total Voyageurs + Non voyageurs 2017;Total Voyageurs 2016;Total Voyageurs + Non voyageurs 2016;Total Voyageurs 2015;Total Voyageurs + Non voyageurs 2015
Chantilly - Gouvieux;87276113;60500;b;2365877;2957347;2564952;3206190;2482446;3103057.92145;2421516;3026896
Chantonnay;87486332;85110;c;17660;17660;15532;15532;16152;16152.358388;19927;19927
Charbonnières-les-Bains;87721530;69260;b;241958;302447;253010;316262;235456;294320.416965;226585;283231
Chasseneuil-sur-Bonnieure;87583443;16260;c;21027;21027;28700;28700;27141;27141.614808;31627;31627
Chasse-sur-Rhône;87722561;38670;b;158389;197986;160477;200597;144755;180944.169858;155162;193953
Châteaudun;87545756;28200;b;97281;121601;100024;125030;98778;123473.538055;109346;136683
Châteauneuf - Bujaleuf;87592105;87460;c;2376;2376;2274;2274;2433;2433.868664;2849;2849
Châteauneuf-sur-Charente;87491506;16120;c;48544;48544;51176;51176;48921;48921.210462;47548;47548
Château-Renault;87574665;37110;c;58237;58237;57896;57896;61802;61802.335338;66646;66646
Châtelaudren - Plouagat;87473140;22170;c;10169;10169;11001;11001;10492;10492.9647;8646;8646
Châtel-Censoir;87696856;89660;c;3339;3339;3511;3511;3124;3124.16129;3652;3652
Chauny;87296616;2300;b;483237;604047;516572;645715;478020;597526.06746;466632;583290
Chaville - Vélizy;87393173;92370;b;1615491;1615491;1754176;1754176;1827460;1827460.98339;1938247;1938247
Chaville Rive Droite;87382333;92370;b;4884921;4884921;3244593;3244593;2233621;2233621.64323;1435885;1435885
Chaville Rive Gauche;87393207;92370;b;1000355;1000355;998248;998248;1071185;1071185.88447;1144505;1144505
Chazay - Marcilly;87721415;69380;c;13054;13054;17384;17384;15361;15361.96528;13632;13632
Chemin d'Antony;87546317;92160;b;393298;393298;391171;391171;378460;378460.452318;366494;366494
Chenonceaux;87574491;37150;c;44593;44593;48742;48742;48162;48162.658028;46471;46471
Chindrieux;87741116;73310;c;20149;20149;20739;20739;15265;15265.437734;15915;15915
Cize - Bolozon;87743344;1250;c;477;477;586;586;906;906.907894;2132;2132
Clères;87411819;76690;b;129616;162020;130942;163678;126552;158190.68655;128705;160881
Clermont de l'Oise;87313304;60600;b;926973;1158716;980153;1225192;930076;1162595.19066;935465;1169331
Clermont la Rotonde;87396895;63000;c;10461;10461;13209;13209;14959;14959.473226;18103;18103
Clermont-en-Argonne;87175737;55120;;28;28;378;378;309;309.8;197;197
Clichy - Levallois;87381129;92110;b;15116790;15116790;13362876;13362876;11563749;11563749.407;9914406;9914406
Clion sur Seugne;87491134;17240;c;19;19;11;11;10;10.0;42;42
Cognac;87491449;16100;b;128074;160092;150883;188604;140759;175949.18601;154573;193217
Colmar Mésanges;87402297;68000;c;4571;4571;3442;3442;2119;2119.825806;2769;2769
Colomiers Lycée International;87611921;31770;b;181352;226691;233161;291451;251010;313762.51679;255183;318979
Comines;87286260;59560;c;2357;2357;2348;2348;1690;1690.245162;3343;3343
Commercy;87175257;55200;b;171608;214510;176049;220061;160004;200006.084375;168732;210915
Corbeil-Essonnes;87681007;91100;b;8546010;8546010;8327129;8327129;7969573;7969573.98558;7600151;7600151
Corbie;87313056;80800;b;347950;434938;350076;437596;351568;439460.47132;364008;455010
Cordes - Vindrac;87613802;81170;c;7395;7395;9472;9472;8567;8567.394192;9877;9877
Cormery;87571430;37320;b;101215;126519;109468;136835;117239;146549.48124;121990;152487
Coron de Méricourt;87345132;62680;c;33675;33675;35421;35421;31557;31557.89567;30520;30520
Corps-Nuds;87471326;35150;c;4004;4004;6702;6702;38817;38817.277954;62696;62696
Corseul - Languenan;87478180;22130;c;1464;1464;2153;2153;1856;1856.148044;1326;1326
Couliboeuf;87444232;14620;c;262;262;1002;1002;1013;1013.999996;880;880
Courbevoie;87382200;92400;b;10262771;10262771;6316748;6316748;3970658;3970658.84065;4102998;4102998
Courville-sur-Eure;87394221;28190;b;301967;377459;297098;371373;292795;365994.116725;307355;384193
Cousance;87718270;39190;c;4819;4819;5637;5637;5743;5743.66;6757;6757
Crêches-sur-Saône;87725713;71680;c;24107;24107;25708;25708;22115;22115.705716;19655;19655
Creutzwald;87193409;57150;c;2965;2965;3429;3429;5278;5278.204366;8150;8150
Croix Sainte;87753491;13500;c;3693;3693;5115;5115;4388;4388.43765638;3970;3970
Cugand;87481457;85610;c;11178;11178;11186;11186;8527;8527.184976;5988;5988
Culoz;87741074;1350;b;205156;256445;230147;287683;221698;277122.591915;222735;278419
Dachstein;87214551;67120;c;88930;88930;80157;80157;69926;69926.373358;69998;69998
Danjoutin;87700146;90400;c;87;87;0;0;0;0.0;0;0
Daours;87315044;80800;c;26769;26769;28859;28859;28036;28036.814528;26913;26913
Dégagnac;87613174;46340;c;151;151;308;308;347;347.6;352;352
Dercy - Froidmont;87297143;2270;c;11496;11496;13503;13503;13129;13129.558628;13255;13255
Deûlémont;87287185;59890;c;332;332;390;390;574;574.35;894;894
Diemeringen;87215665;67430;b;104237;130296;109674;137092;100927;126159.076203;104021;130026
Dijon Porte Neuve;87713008;21000;b;133230;166537;146606;183258;144619;180774.503052;149762;187203
Dinan;87478164;22100;c;67398;67398;83213;83213;81345;81345.894186;84903;84903
Dives-sur-Mer Port Guillaume;87337378;14160;c;1828;1828;2978;2978;2669;2669.0;2978;2978
Dorlisheim;87214338;67120;c;110311;110311;107814;107814;94877;94877.826346;89146;89146
Dourdan;87545525;91410;b;810342;810342;820389;820389;821982;821982.489101;810202;810202
Dugny - La Courneuve;87697342;93120;b;474457;474457;486398;486398;0;0.0;0;0
Duppigheim;87214536;67120;b;113985;142482;114495;143119;116104;145130.23583;111309;139137
Ebblinghem;87281469;59173;c;27692;27692;24707;24707;24212;24212.529846;26163;26163
Échirolles;87725895;38130;b;394714;493392;428483;535604;380139;475174.362287;405563;506953
Écully la Demi-Lune;87721506;69130;b;203523;254404;209028;261285;183039;228799.795335;150903;188629
Égletons;87594168;19300;c;31158;31158;31977;31977;33570;33570.764482;34935;34935
Einvaux;87141200;54360;c;5113;5113;5343;5343;6779;6779.299998;8766;8766
Elne;87784207;66200;c;64944;64944;78349;78349;67193;67193.387276;73536;73536
Enghien-les-Bains;87276022;95880;b;7711048;7711048;7760343;7760343;7660538;7660538.46411;7560131;7560131
Épinal;87144006;88000;b;1013669;1267087;1105348;1381686;1081484;1351856.17386;1143705;1429632
Épinay-sur-Seine;87271148;93800;b;4220828;4220828;4422019;4422019;2619352;2619352.21192;2738877;2738877
Épluches;87276147;95310;c;87088;87088;74693;74693;66214;66214.535768;65923;65923
Épouville;87413732;76133;c;1542;1542;1808;1808;2218;2218.24;2367;2367
Erstein;87214148;67150;b;537172;671466;525509;656886;485869;607337.398752;488510;610637
Esquelbecq;87281113;59470;b;126270;157838;122084;152605;110199;137749.162242;104612;130765
Étalans;87718536;25580;c;43353;43353;48453;48453;47593;47593.446612;45347;45347
Étigny - Véron;87683201;89510;c;4868;4868;6285;6285;6936;6936.00258;7684;7684
Étriché - Châteauneuf;87484154;49330;c;61562;61562;57633;57633;55988;55988.634424;57751;57751
Évron;87478552;53600;b;181310;226638;192127;240159;187563;234454.43718;181167;226459
Eygurande - Merlines;87641241;19340;c;1105;1105;1310;1310;1599;1599.0;2020;2020
Eymoutiers Vassivière;87592121;87120;c;34357;34357;39685;39685;38791;38791.876604;39292;39292
Èze;87756387;6360;c;121230;121230;123802;123802;99817;99817.2414407;95155;95155
Faulquemont;87193359;57380;b;178904;223630;191196;238995;177317;221647.2736;181472;226840
Feuquières - Broquiers;87313742;60960;c;13619;13619;17337;17337;20207;20207.138918;22632;22632
Fontainebleau - Avon;87682211;77210;b;2942246;2942246;3031255;3031255;3095160;3095160.75616;3118478;3118478
Fontaines - Mercurey;87713586;71150;c;33136;33136;38084;38084;34670;34670.443046;35110;35110
Fontpédrouse Saint-Thomas les Bains;87784769;66360;c;2886;2886;3009;3009;3703;3703.0;3614;3614
Font-Romeu-Odeillo-Via;87784819;66120;c;44814;44814;52883;52883;52547;52547.6;45205;45205
Fouilloy;87313841;60220;c;1394;1394;1277;1277;1231;1231.50634;478;478
Fouquereuil;87342204;62232;c;1099;1099;1065;1065;2086;2086.864022;2236;2236
Franchet d'Esperey;87417444;51100;c;53799;53799;46450;46450;42094;42094.585402;45306;45306
Futuroscope;87324095;86360;b;134012;167515;178385;222982;176508;220636.108227;163611;204514
Galuzot;87694638;71230;c;3822;3822;2353;2353;2092;2092.671062;2607;2607
Gambsheim;87212332;67760;b;179292;224116;180800;226000;166992;208740.36655;160531;200663
Gannes;87313262;60120;c;2805;2805;2269;2269;1408;1408.376014;2426;2426
Gemeaux;87713842;21120;c;19944;19944;22008;22008;23194;23194.344512;20887;20887
Genlis;87713313;21110;b;220044;275055;239377;299221;227823;284779.543347;233853;292316
Germaine;87171587;51160;c;17521;17521;19527;19527;19879;19879.50464;20198;20198
Givors Canal;87722439;69700;c;51491;51491;43170;43170;29708;29708.033046;28052;28052
Golfe Juan Vallauris;87757641;6220;b;315547;394434;345442;431803;298891;373614.038019;309030;386288
Golfech;87618082;82400;c;0;0;565;565;1760;1760.219696;1896;1896
Goncelin;87747477;38570;b;337837;422297;347844;434806;328314;410393.019237;348637;435796
Goxwiller;87214270;67210;c;30005;30005;33214;33214;32784;32784.04288;30676;30676
Grandvilliers;87313734;60210;c;45726;45726;51804;51804;54952;54952.447186;56726;56726
Granville;87447680;50400;b;209162;261452;216105;270131;212199;265248.821888;197782;247228
Grenoble;87747006;38000;a;7057612;10164418;7674268;11052531;7237980;10424187.0354;7549493;10872829
Gretz-Armainvilliers;87116012;77220;b;893552;893552;925033;925033;938758;938758.48;928345;928345
Gros Noyer Saint-Prix;87276592;95120;b;1747157;1747157;1739184;1739184;1726737;1726737.43704;1689355;1689355
Guérard - La Celle-sur-Morin;87116269;77580;b;50560;50560;57816;57816;64564;64564.6537077;71847;71847
Guéthary;87673459;64210;c;18887;18887;21347;21347;18830;18830.462856;18061;18061
Haguenau;87213058;67500;b;1646301;2057877;1662901;2078626;1573588;1966985.22258;1594736;1993420
Halte de Fontanil – Lycée de Drap;87565143;6340;c;31377;31377;36186;36186;29718;29718.729864;24618;24618
Ham;87313494;80400;b;122867;153584;129850;162313;123586;154482.879958;132877;166096
Ham-en-Artois;87342261;62190;c;3036;3036;3193;3193;3738;3738.787298;4195;4195
Haussmann Saint-Lazare;87281899;75009;b;47461299;47461299;47974056;47974056;47606238;47606238.54;46197949;46197949
Hendaye;87677005;64700;b;322527;537546;360887;601479;340084;566808.327303;399124;665206
Herbitzheim;87193672;67260;c;49621;49621;56582;56582;57424;57424.504618;56514;56514
Herny;87193383;57580;c;8589;8589;10210;10210;11525;11525.084668;12662;12662
Herrlisheim;87212340;67850;b;154932;193665;155461;194327;152118;190148.34417;158057;197572
Hirson Écoles;87324335;2500;c;38649;38649;51563;51563;57945;57945.78168;58573;58573
Houdemont;87141473;54180;c;6689;6689;5519;5519;4059;4059.64;5255;5255
Houilles - Carrières-sur-Seine;87386409;78800;b;15199239;15199239;14916380;14916380;14383250;14383250.0447;13852467;13852467
Huriel;87641217;3380;c;24;24;112;112;150;150.0;120;120
Illfurth;87182204;68720;c;72961;72961;61441;61441;52591;52591.451018;52073;52073
Ingrandes sur Vienne;87575134;86220;c;5013;5013;4789;4789;4683;4683.324598;3017;3017
Issoire;87734202;63500;b;424410;530513;468302;585378;437837;547296.35028;455912;569891
Issou - Porcheville;87381574;78440;b;208003;208003;205468;205468;204045;204045.279998;201418;201418
Issoudun;87597062;36100;b;163340;204175;175512;219390;169093;211367.105892;169757;212196
Issy Val de Seine;87393306;92130;b;5938735;5938735;6140140;6140140;6225399;6225399.72618;6247570;6247570
Istres;87753418;13800;c;54825;54825;56917;56917;59418;59418.4553395;75367;75367
Itxassou;87673665;64250;c;135;135;75;75;39;39.0;21;21
Iwuy;87345397;59141;c;5870;5870;6973;6973;6520;6520.786716;7871;7871
Jacques Monod la Demi-Lieue;87413716;76290;c;5428;5428;8120;8120;8253;8253.92;10051;10051
Jaunay-Clan;87575217;86130;c;24999;24999;29059;29059;28974;28974.28592;27393;27393
Jonchery-sur-Vesle;87171314;51140;b;77268;96586;91780;114725;96554;120693.668543;103105;128882
Jonzac;87491142;17500;c;99371;99371;103420;103420;97593;97593.351168;103847;103847
Jouy;87394155;28300;b;96491;120614;110449;138061;116412;145516.125862;118183;147729
Juziers;87381558;78820;b;276242;276242;251830;251830;251359;251359.22;262449;262449
Kuntzig;87191312;57110;c;622;622;561;561;1398;1398.644834;1865;1865
La Bernerie-en-Retz;87481267;44760;c;23817;23817;22179;22179;15663;15663.984682;8984;8984
La Bonneville-sur-Iton;87387142;27190;c;6705;6705;10923;10923;10024;10024.732206;8913;8913
La Bourboule;87641464;63150;c;8185;8185;9428;9428;8857;8857.568094;10913;10913
La Brigue;87756874;6430;c;2694;2694;3516;3516;2757;2757.649129;3035;3035
La Brillanne - Oraison;87751271;4700;c;36763;36763;49826;49826;44506;44506.9607094;41003;41003
La Couronne Carro;87753541;13500;c;21672;21672;30708;30708;31843;31843.3753897;34769;34769
La Crèche;87485474;79260;c;12109;12109;12038;12038;11074;11074.208572;13394;13394
La Ferté-Imbault;87576082;41300;c;11904;11904;11562;11562;13175;13175.136244;13084;13084
La Ferté-Milon;87116673;2460;c;97098;97098;103146;103146;113618;113618.927339;123281;123281
La Ferté-sous-Jouarre;87116517;77260;b;2425645;2425645;2319270;2319270;2162524;2162524.12421;1994958;1994958
La Forest-Landerneau;87474221;29800;c;70970;70970;72161;72161;65538;65538.16497;61896;61896
La Fouillouse;87726232;42480;c;6627;6627;7385;7385;5073;5073.408572;7065;7065
La Gauterie;87576355;36600;c;0;0;0;0;0;0.0;0;0
La Jarrie;87485185;17220;c;9346;9346;6372;6372;119;119.0;0;0
La Levade;87775247;30110;c;676;676;521;521;445;445.0;349;349
La Méaugon;87473124;22440;c;141;141;9;9;7;7.0;45;45
La Meyze;87592808;87800;c;2753;2753;2819;2819;2226;2226.835852;2861;2861
La Pomme;87751719;13720;c;5903;5903;7603;7603;5644;5644.49111779;4165;4165
La Trinité Victor;87756767;6340;c;55930;55930;60792;60792;49911;49911.8274036;43333;43333
La Verpillière;87723395;38290;b;850344;1062930;832502;1040627;735227;919034.695225;750245;937806
La Verrière;87393256;78320;b;4420907;4420907;4637464;4637464;4930646;4930646.27835;5224188;5224188
La Villette Saint-Prest;87394171;28300;b;86348;107936;92946;116183;96104;120130.016975;105602;132002
Labergement-Sainte-Marie;87715219;25160;c;7977;7977;9101;9101;11347;11347.24;8873;8873
Lachaud Curmilhac;87731828;43013;c;2247;2247;1263;1263;903;903.999998;879;879
L'Aiguille;87592634;87110;c;2746;2746;4685;4685;5854;5854.880626;5492;5492
Laissac;87783761;12310;c;1688;1688;2033;2033;1588;1588.732258;1612;1612
Lalbenque - Fontanes;87613323;46230;c;5380;5380;7844;7844;7333;7333.12;7450;7450
Lamagistère;87611855;82360;c;18339;18339;23252;23252;21427;21427.12077;20983;20983
Lamarche;87144303;88320;c;242;242;530;530;1020;1020.599996;1019;1019
Landerneau;87474239;29800;b;567152;708940;584995;731244;589344;736680.47469;595751;744689
Landivisiau;87474270;29400;b;128925;161156;125142;156427;124252;155315.664662;132611;165764
Landrecies;87295642;59550;c;17320;17320;18718;18718;18121;18121.991772;18448;18448
Langeac;87734319;43300;c;20721;20721;26246;26246;22834;22834.013812;23675;23675
Langogne;87734350;48300;c;25211;25211;30735;30735;29672;29672.346542;26222;26222
Langon;87582775;33210;b;701339;876674;678569;848212;627862;784828.060855;641240;801550
Lannemezan;87671123;65300;c;73290;73290;95005;95005;91450;91450.294832;105410;105410
Lardenne;87611939;31000;c;14783;14783;17190;17190;16736;16736.498712;17025;17025
Lardy;87545160;91510;b;435219;435219;444831;444831;456865;456865.200539;454992;454992
Laroche - Migennes;87683268;89400;b;340741;425926;395315;494144;394268;492836.202007;408478;510598
Lathus;87575498;86390;c;537;537;611;611;799;799.5;1099;1099
Lavaufranche;87597740;23600;c;421;421;394;394;294;294.0;301;301
Le Blanc-Mesnil;87271478;93150;b;4217939;4217939;4103913;4103913;3922391;3922391.14911;3746583;3746583
Le Buisson;87595751;24480;c;43165;43165;49851;49851;47744;47744.373256;52212;52212
Le Cateau;87295220;59360;c;21113;21113;23327;23327;23445;23445.860468;26810;26810
Le Chénay Gagny;87113522;93220;b;3290584;3290584;3300509;3300509;3248342;3248342.98;3206601;3206601
Le Coteau;87726828;42120;b;77133;96416;94117;117647;97436;121796.014217;111711;139638
Le Grand Jardin;87444323;14190;c;27263;27263;30546;30546;23684;23684.158378;23324;23324
Le Grau-du-Roi;87775866;30240;c;53899;53899;57017;57017;49797;49797.283872;59445;59445
Le Haut Banc;87316687;62250;c;4759;4759;6494;6494;6223;6223.730026;6543;6543
Le Mans;87396002;72000;a;4916622;7564034;5314986;8176901;5143229;7912660.28003;5282858;8127475
Le Mée;87682179;77350;b;2400119;2400119;2438581;2438581;2439574;2439574.33375;2431688;2431688
Le Meux - Lacroix-Saint-Ouen;87276733;60880;c;32022;32022;34707;34707;34528;34528.659926;33071;33071
Le Plessis-Belleville;87271551;60330;b;615627;769534;622553;778191;514865;643581.357575;487452;609316
Le Pouliguen;87481762;44510;c;70391;70391;73484;73484;67304;67304.491548;59068;59068
Le Rouget;87645192;15290;c;9298;9298;11043;11043;12407;12407.462694;14420;14420
Les Cabrils;87781559;34233;c;110;110;107;107;75;75.0;92;92
Les Fontinettes;87317305;62100;c;25605;25605;26935;26935;24662;24662.990684;22148;22148
Les Longevilles-Rochejean;87715227;25370;c;666;666;845;845;637;637.0;665;665
Les Quatre Roues;87576181;41200;c;36;36;76;76;594;594.815788;2303;2303
Les Sables Blancs;87476267;56340;c;225;225;173;173;230;230.3;207;207
L'Escarène;87756809;6440;c;31953;31953;33789;33789;24023;24023.0841918;21104;21104
L'Estaque;87751602;13016;c;60832;60832;76554;76554;65513;65513.2380262;64348;64348
L'Hôpital-du-Grosbois;87718528;25620;c;16125;16125;17964;17964;17010;17010.427416;17095;17095
Liévin;87345041;62800;c;47261;47261;46384;46384;36854;36854.295072;37700;37700
Lille Porte de Douai;87287250;59000;c;27727;27727;23505;23505;21321;21321.871702;19537;19537
Lillers;87342238;62190;b;210324;262906;252496;315620;254422;318027.627748;270760;338450
L'Isle-d'Abeau;87761239;38080;b;201520;251901;211322;264152;197159;246449.978715;229555;286944
L'Isle-sur-la-Sorgue - Fontaine-de-Vaucluse;87765479;84800;b;140170;175213;167058;208822;158846;198557.780182;165896;207370
Livry-sur-Seine;87682401;77000;c;106294;106294;104859;104859;96089;96089.7322478;91846;91846
Loches;87571471;37600;b;220117;275147;214429;268036;222283;277853.855062;224545;280681
Logelbach;87182345;68124;c;32443;32443;31769;31769;31194;31194.991988;36040;36040
Longages - Noé;87611053;31410;b;85589;106986;105821;132277;99801;124752.21658;103280;129100
